Employee_ID;Salary;Deparment
10021;3785;2
31385;2480;7
54624;8947;3
71184;6851;7
47382;7809;4
5577;5742;4
70024;2149;7
74219;5642;2
47667;4884;4
41075;7261;7
78055;3331;4
67811;5424;4
51532;8827;3
29730;1013;2
16145;9298;1
7292;3826;4
74810;6967;7
79987;6571;2
43500;9720;1
58203;2410;7
63260;9530;3
56045;5544;2
17845;1435;5
25491;7949;2
91136;4725;4
18844;5782;4
9576;1717;4
16413;1286;6
76719;4226;3
97538;6724;4
72589;6874;3
67652;6765;6
88927;9319;3
24021;4303;5
2393;1940;6
19063;9151;2
38473;4922;7
60094;5285;6
2428;8463;1
87728;1577;4
28142;1227;3
53819;6102;2
71758;5257;1
55981;6054;7
31078;3392;2
3506;7960;2
64277;1377;2
98979;6177;3
32;6499;3
55831;7603;5
43426;7021;7
41394;8896;7
52682;5321;1
21575;1984;5
19080;6667;2
82014;4785;6
20327;6131;7
57460;7049;6
45375;8013;3
37892;7814;2
73913;8609;3
75332;2691;3
28582;2272;4
21158;8822;1
33366;8649;4
31154;5815;3
86162;2941;7
34861;7090;4
69608;1672;4
68777;7984;2
91110;6235;2
65258;3249;6
55287;1454;4
98374;6811;2
93593;6316;4
64854;7137;1
39763;1554;7
44846;8810;6
91826;3588;2
89896;7173;3
94445;8730;5
87560;8579;4
60004;9735;3
96631;4892;4
39284;5092;2
91735;5106;2
27287;6350;7
9686;9508;1
14127;8309;5
54613;7498;6
90713;7368;3
47272;4955;2
53796;6281;7
83350;7425;4
65046;6171;4
25988;3952;6
90313;3707;4
18167;3943;7
6876;8444;6
30551;8467;7
68621;7047;5
57545;5185;1
54930;8585;5
93352;6643;2
51219;2589;1
80095;2203;7
3437;1558;1
51640;6056;7
1595;3434;3
46720;1839;4
52632;8857;5
75129;4142;3
26877;8346;4
36854;4195;1
62158;3650;1
21404;5745;5
69392;2977;6
67393;9304;6
56330;4487;2
52299;9800;5
20721;3958;4
86142;6807;1
14312;2952;2
74758;2368;5
8919;8685;3
55734;2285;1
27908;5037;3
72588;4755;1
9122;4601;1
51458;4409;4
33265;8483;7
36165;1147;7
98324;4472;7
48805;7278;5
76137;8035;5
36562;8974;6
63847;9708;7
69345;3709;7
84823;8748;4
56634;6100;7
58520;2737;4
37952;4826;7
53870;1392;2
36009;7352;5
53465;5468;6
78752;3583;6
21033;3024;4
74419;4937;3
63530;9334;1
88207;4186;7
956;5710;3
20113;5496;7
57448;7073;4
6616;1305;3
31527;5033;2
5895;4839;3
23810;2172;7
43200;7151;1
98343;8387;1
3811;4883;7
42389;2787;4
8533;9822;3
10212;3212;3
32150;5827;7
43220;7214;7
15106;8712;6
24097;6107;1
62845;9153;2
31640;3740;3
28929;5845;3
13657;7668;2
44373;1593;5
29428;7797;5
28314;5151;6
15009;7535;1
70754;7454;6
63205;9688;5
24096;8783;7
63055;1966;7
93168;5571;5
99901;1038;1
33669;2358;5
44710;8257;3
15671;7058;1
40789;7901;7
65006;4197;6
4892;9093;2
82272;2638;5
82074;3849;4
29363;6922;3
36787;8528;7
99084;1688;3
49658;7738;3
61495;3200;4
93818;8409;3
14982;5785;7
11294;5416;5
29386;9809;2
68995;3116;6
92252;3288;5
78252;6386;2
1996;7960;3
27;4239;6
16645;9778;6
80200;8593;2
37581;4026;4
43709;7088;1
91397;9901;4
33337;3363;3
52399;8143;2
64281;8668;3
48801;5840;1
22584;6362;1
71605;3651;5
86879;2065;1
52315;6535;4
97223;5145;2
2961;8769;7
88749;9075;7
74762;4142;7
11530;8371;1
62615;2775;7
36683;3192;6
30770;1647;1
58892;3489;7
16356;3639;6
5028;4300;2
7177;2330;2
4440;3028;3
94830;7124;7
71433;6360;4
42980;4741;3
16228;7691;6
46314;7411;3
79333;9262;2
74095;4938;7
1530;3099;4
76374;6921;5
98803;9704;3
59312;6696;1
92943;1905;5
10578;8653;4
78936;3145;7
45011;7011;3
11543;2777;1
94583;5788;4
19373;8285;4
4452;5744;4
54626;8877;4
63629;6260;4
81676;3391;3
31910;5902;3
110;2743;3
68975;9289;7
21617;2647;2
22857;7140;4
86604;3958;3
12221;1785;3
31524;3508;2
14088;5299;7
6534;9298;1
98643;8734;4
36942;4623;1
69401;8493;6
78549;9935;2
59232;6717;3
32023;9863;2
8626;2513;2
7401;1159;7
14497;4746;3
77035;8719;4
77055;3824;5
88575;6020;4
74735;2621;2
7717;8112;2
20914;6166;6
76716;7481;7
97639;7012;3
75081;8413;6
21661;3860;6
16506;7219;1
89096;1916;3
66422;8014;6
46280;7031;4
60729;2404;4
10853;5628;6
68655;1064;2
39635;2378;1
87408;7846;4
60761;6351;2
94263;7627;6
29899;5951;4
62423;8762;1
40731;4654;7
60953;6713;4
98915;5983;6
49846;7901;7
31469;1979;3
44641;3914;4
26441;7793;3
23728;8121;7
2151;2988;4
10573;9595;5
43884;1580;7
72471;7602;6
32832;7348;4
30398;8549;6
33231;6701;6
79371;4613;4
59924;9703;4
44009;4456;4
7220;9684;2
50185;4785;7
20249;7961;5
35531;3644;2
76412;8873;5
66660;4128;1
18214;2545;2
57463;4701;3
45131;1124;5
55572;2975;4
60635;9265;3
5586;6787;6
39252;5468;3
71492;8311;2
22388;7230;5
48911;2802;1
12801;8689;4
86194;4233;5
82351;2134;1
88146;9239;6
41790;5235;2
43432;3484;7
45865;6955;6
74612;7785;4
20840;3501;7
33627;8095;5
80033;6106;3
8663;9518;1
59330;3390;4
17087;3701;2
6653;9135;3
74221;3552;4
64265;5003;7
76954;7991;3
58819;7672;1
47215;5499;4
18696;5868;1
71209;1945;7
83726;5568;4
47425;5855;3
34565;9381;7
64064;8862;4
45733;5148;4
79339;3041;2
82785;9583;7
64679;3009;6
53323;9120;6
21239;7356;7
70796;5795;4
86919;2965;2
91533;4136;7
36080;3591;3
10524;8325;7
49166;5568;4
23398;5704;3
40289;6134;6
18837;6325;4
29250;7748;7
23128;9347;2
86205;7087;1
81953;4875;4
48684;9599;4
82038;6535;7
15399;5453;4
44251;9528;1
29771;5936;6
29682;1333;6
85580;5670;7
61750;6522;1
51722;8609;7
80778;4529;6
97498;2340;6
44370;2578;5
70546;7306;2
30217;8951;7
18029;6709;7
3341;6456;2
9844;7218;1
12429;2464;2
95875;2383;6
63928;4051;1
454;9750;7
93347;5241;4
4874;4064;3
98160;1412;2
80495;5295;6
13556;6165;2
80760;5674;1
36071;7921;6
25468;7634;4
95465;2659;6
30232;3699;3
64128;3199;1
43681;7912;7
70033;2022;7
37646;1912;1
89098;7853;7
83747;4368;2
52439;2526;4
13117;3393;4
72790;8009;4
180;5533;4
10436;3314;6
51920;6577;6
39740;2712;4
63173;6736;3
4534;1238;4
81857;1454;3
7907;7454;6
32891;3847;2
34883;1052;3
42713;7005;3
34164;7834;7
31620;5807;5
77216;7945;6
73395;5949;3
29085;5693;4
5130;5668;2
97912;4667;6
56179;6165;3
83754;9633;2
11551;9716;4
96040;3496;3
69472;7690;7
44972;8118;6
91777;5858;2
46386;6331;2
79094;3566;7
75476;9689;5
55550;5698;3
34849;7422;5
31791;6492;6
87999;3998;7
28550;8582;4
13578;5642;1
85421;6807;7
99834;4979;7
77470;3515;2
58154;3437;1
16324;5325;4
52283;4068;4
96912;3078;7
24102;7017;7
74751;9486;1
69614;5224;2
70062;7796;4
61237;8228;2
39107;6404;2
49987;3547;3
11828;9146;7
14674;1204;4
64543;5491;5
1868;2958;3
92950;3846;5
93242;3105;4
5151;8717;6
45157;8376;4
80227;7308;7
93680;7171;2
76452;7016;2
88099;6709;4
66016;9618;2
72077;5258;6
36463;1889;4
331;9867;3
38931;6202;4
61804;3605;5
88340;4809;2
5684;7785;6
91255;3919;1
68295;3351;6
66182;7734;3
74815;9608;6
23492;8622;2
38274;6453;6
93262;2313;7
48607;7692;7
27035;7193;1
82725;1553;3
11908;4974;7
5413;7761;6
46450;3010;4
47167;9197;2
79621;5281;2
26255;9361;4
29784;4292;4
45092;7342;2
42571;7831;1
25848;6179;1
3430;1929;7
33172;8255;4
9869;9668;6
94626;8650;3
35278;7416;4
10680;8425;2
86872;9592;2
67855;7756;5
570;6229;1
92637;5740;1
41457;1027;3
6482;8209;2
69756;1656;4
53478;3451;5
36155;3403;1
78218;2012;4
76480;2373;1
61076;7112;4
89962;7017;7
27872;5473;1
24542;9655;5
96489;6859;1
39519;5698;3
90963;7323;5
68661;2315;1
46579;8372;2
93357;2740;5
88699;7928;6
31222;3879;5
441;4821;1
26933;2560;2
70898;8804;2
92216;1435;6
23546;6911;5
93474;9040;5
15233;2184;1
81800;6298;4
93394;1605;3
78365;5965;7
99686;9772;1
57622;1588;7
49839;1963;2
93140;3122;3
50253;1346;1
17386;1589;5
38053;8955;5
779;6027;1
49218;6668;4
56231;1427;2
40167;1067;6
48473;5254;2
90056;1503;7
58475;9213;4
15176;4369;4
15505;4392;2
29074;5397;2
9329;8870;6
75192;3901;5
95750;6762;5
48557;4891;4
69284;1796;5
27452;9168;2
34485;9459;7
37417;5906;1
3126;3014;4
75087;8633;1
66856;5585;5
60636;3308;1
47619;8506;6
26303;1340;4
62978;6558;3
86005;9183;1
61933;4704;1
11200;5572;7
10184;8983;4
7128;3440;7
23330;6455;7
90340;8505;1
96335;1330;4
86983;3703;5
68406;1335;6
58739;4846;2
66567;1811;4
41373;1466;5
64296;2170;3
69980;2559;1
2554;5528;3
83296;6562;4
24114;2861;5
59965;7535;1
74014;4387;2
8113;9254;2
41430;9199;7
19812;9964;1
12742;9958;5
28670;7508;4
50137;8485;5
63622;4438;5
94786;3870;6
90057;3472;5
79994;7117;1
35158;7406;4
86629;7061;6
32336;7166;1
86719;3320;6
55043;4788;4
93737;7749;4
58125;9423;3
66291;9260;6
52346;4919;4
69078;9548;7
49808;4172;4
53751;4918;2
47512;2716;5
61470;8272;3
23872;1899;4
36602;3206;4
55610;2829;3
25719;8477;7
57239;2949;4
73037;3892;7
9720;4162;6
80755;4741;3
73157;6694;2
74510;8389;4
62165;5513;4
87032;2711;3
39325;9587;5
1726;3900;6
91354;2969;6
56561;8834;4
85377;7225;6
17352;2025;2
71461;2708;6
38991;6650;4
68470;4911;2
56905;6716;7
44360;7714;4
33131;6692;7
47364;6472;3
80814;6116;6
28210;7663;7
10957;3984;3
64692;3747;5
52406;5467;6
8266;4693;1
68469;2478;6
74441;7403;3
69166;7333;3
32313;5711;3
7721;2559;5
46217;9274;4
66112;8674;2
73690;1096;5
73342;7475;3
24497;9566;7
44702;8747;3
1068;8428;5
55114;1781;7
99579;5229;3
86681;7466;3
32332;8567;1
42898;4096;5
2649;1726;6
36053;7056;5
83605;4570;2
92594;4969;6
44219;9631;5
74296;7097;7
81150;9879;3
52312;9909;6
58643;9555;4
21824;7098;5
31608;1682;4
18968;1784;5
78626;2617;5
54929;7496;1
7488;5161;7
31238;7416;5
91199;2455;1
20103;3177;7
5932;8480;3
10752;3427;7
90105;9447;4
28268;6074;3
82641;2441;1
81524;4898;7
81601;5621;1
91617;7671;1
47978;2972;3
99461;8668;1
96685;6285;6
75168;7669;6
80482;9152;1
3357;6810;5
34260;4159;1
7330;1217;1
94519;4688;1
19268;2226;5
96088;2077;3
76903;8246;6
21329;5348;5
70443;1778;2
66114;6451;3
29997;1034;5
45500;2864;3
82931;7561;3
45760;2244;3
24967;2477;5
705;4290;3
52703;2909;6
98057;1874;7
34950;9815;4
64115;4504;5
54169;6870;1
23137;5795;5
72436;3643;5
41863;4023;4
38384;2556;4
12845;4011;7
43890;4667;5
50190;6706;3
63290;1829;7
75253;1475;2
59034;9217;7
36289;3911;7
16336;3250;3
36577;9623;3
97699;3635;3
92760;6353;3
74834;1816;6
74722;2209;2
14416;9630;2
3780;1971;2
24524;2230;1
40301;8851;4
11274;3204;1
79574;4046;6
13667;3097;1
95604;4624;3
99028;3585;6
30817;4554;7
88043;3350;2
97045;6730;1
28491;4565;7
29431;4689;6
73564;1910;3
8878;2355;1
95282;4500;3
62435;9157;5
71776;6321;2
63473;5126;7
90363;8819;2
45023;4183;3
63298;5935;1
88473;9381;3
58207;2549;2
70756;1650;1
94140;3640;4
50347;9295;7
57379;1157;4
5611;9824;5
79403;2996;7
98808;3418;5
85330;9358;5
89632;5497;4
8884;2669;5
22928;7163;7
99992;4220;2
40746;3163;1
88400;8995;1
62711;5996;5
38818;1664;4
41360;7717;4
31753;2373;2
52470;4779;3
61880;1923;7
35221;7951;2
13048;6622;7
11261;8359;6
2979;1885;2
45743;5760;2
67462;2172;6
97753;8759;2
71688;3467;2
43383;8616;2
53300;6316;4
79645;5471;2
87038;1841;7
43478;9213;2
53179;1518;1
48815;7876;6
45544;9957;5
83489;6687;7
42046;3480;1
26329;2340;2
12463;3098;4
57990;2240;6
34364;6275;6
70216;7558;2
83451;3048;5
71394;9821;7
17168;1320;7
90606;7412;1
79376;3059;4
16240;9698;4
95642;7360;2
5780;6172;7
39226;9983;3
21626;8941;7
79019;9254;3
94818;3055;2
46709;3241;1
79579;6119;5
35285;5508;6
59225;5669;1
41881;2997;1
80574;4346;5
33899;4578;5
56928;8826;7
80970;2652;2
82308;3913;5
35568;5382;4
63320;2286;3
14678;8186;6
5576;1885;5
82427;8602;1
91156;4396;4
12188;6558;2
75935;4215;1
85362;8418;4
76254;2356;7
75940;6720;7
44662;6231;1
78345;9253;4
3494;4258;1
64444;3462;7
5252;7830;7
21901;2849;7
17837;2501;1
22841;6006;3
81248;2871;1
4118;4017;4
27976;9856;2
33562;9482;4
43856;1911;3
57475;3064;1
7672;6331;4
73374;4120;2
30053;8394;1
84004;9373;2
14515;7479;7
66369;6698;5
42093;3648;5
19261;4739;5
37633;4710;3
96641;5530;6
91630;6257;2
11589;5108;6
71658;6700;2
34645;8756;6
63737;9290;4
86106;3500;7
2483;8201;2
16101;2551;4
68250;7361;3
83623;7990;3
58857;7843;6
74208;3575;1
96018;4150;4
26518;8353;1
42064;2441;7
44635;8143;7
52966;8923;3
33110;2959;6
50740;1272;1
44287;2942;3
72493;1911;2
67952;9517;2
94359;6887;3
64551;1105;5
3964;7744;5
57746;7132;1
89898;2631;1
57293;2001;6
3509;4068;6
73089;5357;2
90881;4542;5
25544;6114;1
22752;9973;5
18751;8243;6
48520;3089;6
87308;9256;1
28803;2683;4
93713;1988;6
34275;5694;3
51806;3645;3
42901;9450;7
70449;6106;4
28160;4308;1
53230;8311;1
68029;4823;6
96174;1633;4
7789;8485;4
62136;5737;2
81430;6082;4
29193;1449;3
28438;9026;3
30161;5980;4
65005;7533;3
64572;1614;7
43354;4048;5
80101;5620;7
2046;9300;1
45343;1596;1
90692;9625;1
3539;4710;7
58318;6500;1
66479;5998;2
68128;7172;5
16198;3445;4
93899;7130;5
88021;1257;6
40062;5536;5
23641;8680;2
66051;1309;7
4144;1722;1
94550;4761;4
81266;1387;6
48988;6087;7
41579;7970;6
40123;1551;1
76799;4288;1
71558;1623;2
10913;2208;4
17744;3083;6
79213;2974;7
89211;8161;3
36707;5489;1
47298;1775;1
92968;6887;1
71568;2411;3
41046;7061;3
22067;1144;3
65632;9104;1
68679;3334;4
25380;7830;3
32656;8928;1
36396;2054;2
44967;4462;3
80432;7347;3
62062;6143;3
59988;9390;3
54425;3012;3
34136;4959;2
69377;9684;5
32903;4010;1
86339;8816;6
70978;4250;7
9609;2852;2
20515;3158;6
41639;9570;2
37184;5291;5
98125;8436;6
29278;7432;7
18907;8935;3
22786;1123;3
57791;1190;2
83490;6164;2
89012;5259;5
14170;2077;5
82930;4038;4
16723;9087;7
46005;5089;7
99267;6720;2
79025;3479;6
53931;7085;4
1226;4895;6
50354;7088;3
73923;7093;4
72544;2216;4
47738;4617;1
43573;6436;7
64677;5640;7
60694;3363;6
41853;6380;7
47586;5931;2
90774;9468;3
79591;5142;5
76015;9939;6
35225;2042;5
68639;8725;6
9941;1885;4
59163;4330;4
83600;3272;5
45784;2391;7
15698;9717;4
28741;3573;6
96521;1149;3
49377;2567;3
26998;5791;2
67408;4759;2
4460;5879;5
16489;2174;5
59128;7521;4
31643;2822;4
65578;4396;7
52561;7735;4
86940;3999;4
66709;1052;4
94251;6228;6
12591;5075;1
48095;3050;3
46523;2125;4
69986;1474;2
45230;8872;6
78128;7711;4
88572;7944;2
37686;3275;5
3805;5654;4
49836;9271;2
79886;5308;3
59762;1389;3
87100;7995;3
43401;9402;4
98088;4575;3
66767;9774;6
74796;9909;1
40877;4083;6
12195;7301;6
67184;8757;6
70835;4261;3
26853;3653;2
19369;3330;1
95325;6581;7
40482;3871;5
53690;9576;2
60898;6063;3
68354;5891;7
73087;4226;1
85796;7943;5
42325;4732;4
22025;5666;3
36614;5750;7
9414;7075;1
83232;6470;1
17525;9152;3
2488;6492;3
80765;7728;5
1037;5098;1
72046;7735;1
39759;9844;7
54496;9855;4
96743;3901;1
52563;5553;5
307;5008;4
37299;8525;6
69723;7861;1
90472;2800;1
65598;8417;1
93676;7141;1
73766;4824;2
13005;3858;2
12042;4977;3
61649;5929;6
88268;2671;6
40174;3731;1
55369;7057;2
64125;2486;7
71190;5509;2
94516;5358;6
42849;4996;5
68113;4777;6
45005;1330;2
28913;5978;1
7796;7900;6
69769;5314;6
53029;6186;3
287;8933;1
65965;1178;6
17048;9667;3
85449;1262;3
99589;8232;3
43906;4014;1
51921;7058;4
87224;4298;5
16571;3759;4
38975;1536;7
57429;8404;2
60081;4703;4
59532;6028;6
56926;6373;1
59332;4350;1
39386;2971;3
90847;9228;6
58177;5824;6
96332;6220;4
68651;4135;5
42798;5448;6
87529;7222;6
2255;4925;2
71102;7951;2
27608;3101;2
59626;1735;3
93727;2841;5
1914;6876;6
83225;9496;2
65473;9401;1
58036;3412;2
76140;8412;4
14379;6646;3
36507;5610;5
90796;2430;7
94906;1287;7
88652;4657;5
50936;5807;3
51570;4483;5
67347;1315;7
94612;1365;1
5358;4521;7
34256;8767;3
81073;3555;6
82822;6013;4
85954;9835;4
92214;1927;3
62595;2980;6
1890;2164;5
3525;6836;3
39883;3868;4
28845;3994;5
59080;6167;2
19952;7666;2
96042;8909;6
64460;9490;3
85444;8004;7
40872;2505;2
81450;9418;4
82960;5931;1
2924;5179;1
53286;2042;1
89408;2509;5
21841;8018;6
30885;7944;7
46617;2863;4
65129;3330;2
85156;6666;6
51596;7691;2
76930;5852;7
12578;4755;5
23517;7148;4
26770;1049;2
45274;5505;4
37334;8337;3
61127;4416;1
40906;9867;4
89403;3874;7
67468;9543;5
69868;1208;6
89061;3326;6
95670;1117;3
37690;6193;1
93065;2286;2
52901;9030;6
83269;1816;6
26411;7737;4
85841;7150;5
64905;2268;2
64431;7906;5
14535;3752;7
70189;4513;3
65299;5645;7
62586;3456;3
16491;7918;3
33114;4786;2
38621;5205;7
39560;4094;7
40481;3497;2
20238;9181;3
82101;3099;6
47581;1331;7
4323;7571;6
11216;6673;5
90917;3593;2
52859;9014;7
39804;8506;3
80063;2173;3
31591;6732;5
34397;2257;5
73337;1148;1
62873;2904;7
92102;6372;1
81915;5104;1
79666;3321;5
84720;2132;7
52779;3132;4
91596;6159;6
24062;5893;6
62576;9774;7
88752;5176;1
38558;1941;1
93767;2697;7
89224;4485;3
92832;5973;6
28049;1035;4
93424;8012;6
61317;6650;2
15170;1366;7
41214;2262;7
98437;3693;4
47818;9184;5
48986;6701;1
66499;8736;5
80394;2815;1
2982;1842;7
36405;8508;3
77184;7103;3
65370;8550;3
10724;9415;4
85470;1543;4
8222;6112;5
76726;5194;2
52101;8813;4
96293;7834;6
17915;5017;2
374;9325;4
73183;4983;7
13812;3616;3
278;1562;1
90370;1820;6
37245;2572;1
44715;7794;5
1240;6593;1
97944;2636;4
543;2903;7
74673;6284;3
98646;9658;2
31700;2895;6
9289;2792;5
86930;1921;5
37401;3589;2
94097;7316;4
54753;6135;3
85369;4175;5
67661;6867;5
43337;5757;4
83220;5631;6
4911;6408;4
9866;4381;4
64094;6919;7
15958;5950;5
52677;4038;6
68716;2742;1
84859;8694;2
96591;4086;1
32801;5378;2
64500;2486;7
46623;6079;4
2340;9428;7
83401;2649;4
72378;6200;3
84789;4316;1
12442;6437;4
83026;5619;3
18093;2532;6
80068;1127;1
96999;2733;6
79751;5516;2
7259;5774;3
37866;7078;1
44095;4893;5
78802;9582;3
28635;6103;3
12536;3316;7
93690;8965;6
91615;8174;5
53000;4218;4
58166;2853;2
89567;5351;1
17045;3006;2
59253;4186;6
12709;2597;3
69309;6884;6
79137;1930;4
30356;6821;7
59418;3839;2
10475;5295;4
4197;4098;2
16134;5012;1
26703;6392;2
55455;5225;2
22323;5587;4
40754;6601;4
33720;6132;6
59975;7144;4
73921;8940;3
70401;4180;3
11805;1602;2
31059;7360;5
49326;1991;3
33656;9093;5
91833;9112;5
31743;2025;1
99459;6607;1
33201;8324;5
57063;3535;4
34205;5523;3
54959;8063;2
74318;9170;2
49606;1458;7
55416;3052;7
48820;7729;5
33605;8527;5
80636;1825;6
48628;6690;2
8007;4719;7
14091;1935;4
44255;6561;5
66000;6025;4
8395;7983;4
27524;6476;4
91257;8214;1
65108;7531;6
50629;2641;2
62139;8099;1
50358;7087;6
85960;5185;5
81149;7075;3
6541;2504;7
60037;3179;6
44849;4673;2
98091;3032;1
69211;6705;6
94482;2284;6
24870;9973;1
63813;5003;3
72224;8644;3
95314;3606;2
21229;9570;7
59516;9732;3
30143;6148;6
18875;3557;5
25228;7603;1
19597;3066;6
11943;1778;1
47046;6215;3
75659;2903;4
27277;4923;1
79174;7718;7
79825;6204;4
29873;6966;3
76792;1432;1
80226;4785;3
93733;2781;2
26824;4001;4
30892;9381;3
8953;8762;4
53149;9358;6
8036;1552;6
33559;2453;3
3571;4852;5
69463;4644;2
19545;6301;4
55705;7382;3
93480;9930;4
56069;5880;7
78238;4855;6
31563;4207;6
10158;4157;4
23786;1813;4
94127;4545;7
36433;3190;3
993;7091;6
38265;4246;6
9318;5721;6
45147;4589;7
64643;4923;6
94706;7360;3
61187;6364;7
19678;3041;7
51931;1539;5
52010;4910;2
28313;2129;6
43005;2833;3
79412;8341;4
41856;1913;4
44843;1720;1
1688;3326;1
91671;1760;5
47063;4250;2
37905;8925;7
44181;4214;6
61293;3586;1
36356;7131;6
69827;6399;3
36761;7547;6
23752;4353;3
22501;9869;4
16383;3152;3
93511;2482;6
74030;7268;3
7775;5991;3
35091;4787;1
92331;5380;2
7266;8105;7
55515;6451;3
52953;4953;6
851;3141;2
76462;6085;5
24424;6849;3
76662;7108;1
48631;8337;7
67842;7827;3
98693;1485;6
9161;4478;6
45247;2303;1
10165;5000;3
29062;2213;6
33923;6593;4
51848;3147;6
10417;1102;3
41869;3497;1
74589;1753;6
6799;3165;5
68424;5780;6
18857;6826;1
466;5229;1
12687;6513;3
85904;4679;1
90165;5173;7
42714;1928;7
17849;5672;6
71036;5203;2
86730;6825;3
26696;6170;2
30621;9325;2
12943;5608;4
50993;2198;3
41436;4819;5
37674;4552;4
47223;7015;1
85671;1577;2
56386;3149;3
83243;8108;7
39641;2676;5
79836;8037;7
35784;4034;7
50149;1240;3
94426;7436;6
95182;8877;7
11967;8894;6
57915;3764;1
13459;3664;1
67023;3857;6
94825;1107;5
61578;1257;1
24427;1399;7
34535;1304;6
95165;6504;7
55974;7630;2
64021;1363;6
809;8837;5
12812;3448;1
77186;3870;1
36047;6739;5
20617;5270;5
49178;6748;7
89505;7688;2
6371;3663;6
8553;4981;2
89321;3074;6
3151;5097;1
21682;5151;3
85306;7000;3
18092;3069;6
29853;1378;1
67572;9384;7
32710;7595;1
59162;4525;6
16246;3523;1
17238;7860;3
29420;4797;3
82309;2011;4
75744;8614;6
40666;7324;4
64939;3666;2
1964;2312;6
71065;7687;6
53339;8773;3
48598;2750;6
85092;3763;6
15979;4642;4
71459;1245;7
86505;6822;5
53912;4698;6
42463;8614;5
87494;4958;5
91331;6379;3
53676;6843;7
83013;2634;5
8766;1739;6
89481;7827;2
97933;3169;2
52100;7398;2
47529;5334;2
67139;6400;5
37127;8667;1
68916;4826;2
46188;3657;3
87910;2892;2
13393;7070;2
46767;4705;2
67320;9892;4
97644;2942;3
31330;6385;1
14102;7759;7
8109;5348;2
82738;3987;7
34607;8137;7
92245;4862;4
91578;2238;6
1368;6378;1
32021;1078;6
9631;3312;1
34063;3605;6
405;1870;2
35228;6258;7
74344;7666;4
38871;3309;1
77546;4439;3
30687;3839;6
81840;2002;2
85618;3911;6
67133;8459;4
24957;7937;7
95765;1303;4
34056;5238;6
87298;2382;3
23367;6627;4
92942;5808;3
26219;9178;1
74954;5346;4
79350;5383;3
35313;6010;3
34705;8627;4
82125;3195;2
39470;4652;4
25796;9986;1
48131;4126;7
88427;4177;3
71847;9490;5
54381;3596;4
27309;4541;1
56766;5907;7
63457;7124;3
10877;6448;3
36826;6742;7
84886;7950;4
49072;3583;4
50593;8801;1
12133;9043;7
83080;2308;3
25254;9971;6
22658;6231;6
78273;4064;7
39690;1067;1
93228;1319;4
22878;5877;1
65739;5180;4
4296;5785;3
11025;7770;7
48836;9695;5
926;3436;6
64410;5209;7
36882;7094;3
59875;9551;5
42163;7955;2
76436;6918;7
14534;7685;4
59855;5784;5
50548;4749;7
15241;5039;6
13110;3258;5
16817;4163;6
66331;9680;4
7300;7577;7
11826;8146;6
46249;8584;4
583;9276;3
13801;3782;2
70281;2995;6
27023;1804;3
70393;2326;1
35497;6810;6
11802;1795;1
49822;3683;5
36163;3213;4
53085;8843;3
58939;2746;3
15535;3236;2
76310;5043;7
86355;4476;6
61221;5841;6
95645;9061;5
33512;2303;7
97395;5971;4
22894;1715;3
36694;3803;4
97787;9187;4
28852;3369;5
2075;5212;2
99980;8413;3
8597;4679;3
30879;5814;2
48844;3461;1
92094;8596;2
10075;2957;2
80699;9080;6
93636;5209;7
79373;7441;7
27110;3455;6
19785;3869;2
24534;1238;2
2760;3840;7
67968;6980;3
86696;9936;3
16326;7594;2
28668;3617;1
39637;9162;3
36809;9455;5
9926;3973;2
93076;6924;6
43163;9783;4
18668;7200;7
65687;1071;6
76149;5872;6
78988;5392;6
23780;9302;4
19041;4510;1
18192;4954;7
27257;6565;4
10375;7852;4
94755;8922;1
70937;9402;3
13994;2390;4
15526;8611;4
37606;4814;3
80316;6820;1
56324;3056;7
43691;3122;4
20280;7560;1
76917;1251;3
58057;8304;2
75650;4019;2
7362;6509;4
94619;6303;6
78878;2273;4
27026;9891;6
61097;2762;3
7558;2137;1
41276;4306;5
31284;7572;6
18566;1735;2
4999;7393;1
80431;1750;7
84690;2428;6
5490;8066;4
71220;9608;6
36415;8479;3
72307;5068;6
5653;1387;6
92151;3566;3
24411;9556;5
34603;4572;4
80041;7964;2
59795;6142;4
72521;1167;5
32308;2443;5
20711;9141;6
29110;2404;7
13613;2519;3
99822;5504;6
50348;6598;1
17229;6387;5
28330;8697;2
70695;9395;7
61683;9826;4
14905;8345;4
70258;7020;4
13378;7914;2
20910;1309;2
73111;6612;7
76512;8009;7
29390;5031;5
39750;3927;6
65993;1641;2
35614;5501;3
12390;5779;7
40520;4785;7
57075;5374;5
98431;6453;1
88413;3193;4
23676;9269;7
47884;7401;1
41205;7635;1
73213;7536;2
42009;2823;2
88522;1575;2
19641;6377;6
44735;7590;4
69760;6388;5
16469;3771;5
88019;4163;6
68722;5253;3
48213;4228;2
34090;5647;2
51148;1822;6
36887;8218;6
91729;7710;3
44054;1843;7
31809;7533;3
9377;5012;4
24930;8794;5
35246;4892;1
41625;2485;7
7916;5832;7
99037;1874;2
85704;4915;4
97875;4033;4
56222;9131;3
22363;8679;3
33432;8725;3
26381;6558;7
32339;6820;7
59013;6033;2
33395;1511;5
50925;6129;4
51350;9041;6
66671;6367;7
37164;2420;5
57123;1423;4
5323;7337;4
92969;3143;6
58682;8874;4
21888;1201;5
77465;6203;4
11398;7178;7
9637;8124;4
2291;6643;2
59716;2141;3
2152;6317;1
